left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_shoulder_angle,right_shoulder_angle,correct_posture
127.39591623458989,124.60901800618655,176.97813674871435,171.8019335668643,126.04851385804082,122.97452969340635,1
123.80841971323021,127.20241414518667,176.6266194990822,175.9791296950306,128.21522240032164,124.11100904477124,1
127.05323257053635,126.27991590340766,172.42361168086603,172.16658018322843,124.66911652827002,121.67575927487336,1
129.69650586604595,129.47890170244023,175.34095789546953,169.9985452676597,126.94111417072092,126.90618958614435,1
131.66453582441468,125.75984298566158,174.17603652860393,176.5592717238231,122.62304912770591,125.33011568588459,1
131.36249594980214,125.91362067854003,180.60854143052345,171.5232719984567,125.38935010369914,126.16512595775521,1
128.91810006900852,125.33575260674658,169.21302349240148,171.35731318530233,122.70660578656761,118.53708989002484,1
130.95738355536966,135.81126812381254,175.80547339570677,180.32473262591407,126.82374741726076,124.22741138064788,1
133.96738856453644,125.845144015975,175.38793092166478,174.38929276899685,122.55438295747989,125.95484123013614,1
132.98617393463198,130.1667307195125,175.74544691341026,178.55981866901405,125.25808422220238,129.36326646120594,1
126.86288593761948,129.97142844314274,175.19119215753727,176.98124240506922,127.93590379205341,120.62223116823176,1
128.8283938686978,126.09271952605039,177.55920999034313,176.36397892214836,122.45521860774551,127.20840764978901,1
130.01388634144575,134.0542421091622,176.8515081444719,172.745417959787,125.3590282124368,128.83625383672475,1
133.790324311298,130.16704297154405,173.4191090114385,171.37910899445328,127.25162218645399,125.57235133853408,1
129.65135132495644,128.99617441806117,175.09486660443568,175.6479426168015,124.33367358652987,127.32994824752798,1
135.22825051677887,130.50068361610116,176.16045661477196,174.56009074235703,122.7153252639227,124.97390650039064,1
133.6488844195605,128.88654911266457,178.3334095544052,174.395221241206,125.04084983964192,122.32821411645286,1
129.9651293640268,130.57548345927722,174.55649753517076,169.49179264165872,119.62508123520577,124.14396816222994,1
133.24205200571615,129.97280324070886,174.07748565339267,175.11371295183247,127.37281595235062,122.64542388011687,1
124.16999882419759,128.9955414745608,177.21682517904057,169.9306743503048,126.11974269931777,124.35347914952071,1
132.63790768401938,133.18110548773498,174.9387626449358,175.15503316135096,129.45741898741153,125.73567021101641,1
125.99578870917917,129.06816141125148,167.95252104566367,169.90844428636373,126.06412495507087,124.16070055510154,1
133.02425068938663,128.78396019718573,178.8797267950565,172.41275994868207,128.19937829506725,120.69835086077134,1
129.39086863551734,132.31637138517004,177.55489827289904,170.19132613140277,122.83645366313188,121.483124095915,1
130.8927771102859,134.30054381365997,176.50257332063836,171.00322340779564,122.3392926156912,125.99783840155371,1
127.23090465121776,128.75256651591084,180.9567515713524,178.90582375216337,131.816281621329,121.26271869602473,1
124.16531795217006,131.31086914613718,175.07637656555207,175.94255116736582,125.42116455643668,118.99765313145554,1
131.04014286636388,132.7645350277142,176.4732600662986,178.70551351768174,127.9527584889063,126.88216755840546,1
129.96639491334793,132.9782472708344,178.5658488720825,174.3549781546532,128.2935087076985,122.6692367297834,1
129.57600852697757,131.28740579363858,172.28339726043575,175.4272710659704,122.64899691677954,125.12709658757153,1
128.6646314191428,134.53374694423633,176.9180686213815,174.15731162021643,127.77847453260254,122.66668612638257,1
133.87373880826604,129.84969270998084,172.41674653618944,181.3684439153823,122.68489984937077,125.95890526432889,1
132.15379040380833,130.8654330694846,170.6662447839674,176.76282059930702,124.44705954097353,126.5543566112542,1
132.21194149272134,137.15315699366937,171.32232237759726,174.53498382216122,126.80309805516839,127.62165237316711,1
133.67621111705876,126.23918160934731,173.21331709374775,179.83461316688766,120.75688070926256,122.57345837006237,1
130.2686647494839,130.9884685133761,172.61218461016716,176.92341795019433,125.54020552887393,126.3489339982325,1
129.22127039112036,132.55286697718324,174.10185511296734,172.2713655398721,125.40262580003994,126.65379190858849,1
130.0439461615368,128.96832938490746,178.77690625625024,167.45813521537428,130.8859433171818,126.15029651124703,1
131.5712244241171,126.78911351367779,175.76686612194098,173.7375933675636,131.2379936564726,126.52902620895124,1
132.40579248328334,124.7151139478027,175.638476454231,170.31787587707313,120.2551395850063,122.76160307194088,1
127.97398371388982,129.84791789811712,172.02806148353463,171.09143952201214,126.28789710371946,126.60217144833207,1
130.66497945930618,127.54364757913788,173.73280489596854,174.58916093575658,125.8517878987165,126.31686868709969,1
130.6881882633645,128.17711095476824,178.248831903199,176.09699109750736,129.41008063814658,122.66731835650866,1
128.6987060101369,130.8141706090879,175.5176692839678,176.28300820502452,124.8869684068382,117.40463601973286,1
131.30041424088776,131.4789378946158,177.6090701026088,177.9535474696696,120.17393258055262,127.37583742854422,1
129.38884707866873,130.81388264693456,174.77102811726462,177.74868438236442,122.2371794418169,130.41429909465398,1
131.19443662749248,126.89294594713543,175.98785844757072,174.76007966571464,125.47640793015754,128.8009546411172,1
133.98683250218374,129.90245588450708,177.50385973901038,175.0193175154093,127.2141138594214,124.92440480846197,1
128.56314064187993,128.25317410839068,172.7879349917063,178.70042098553918,121.60724254414733,130.25540081344266,1
128.70902881104675,133.75203149712397,175.2320505018448,175.96589377044168,129.0325981900942,120.82074077727567,1
128.19454550542784,131.35260691584466,172.44066431526423,179.62511197432755,130.68384222010667,121.5812692595803,1
129.51010925760832,126.86825407070586,172.6224827148685,176.03622597237091,121.5384929940607,119.56288492595866,1
127.96546744304686,130.89880907813836,177.0628935017494,172.1935648536082,126.3737079353499,122.95869933490154,1
136.40711854389824,131.4689594499459,169.4646327549963,172.38567296532204,123.23845681375421,123.54183965139478,1
129.56318624728283,129.21318739577836,176.45924653001214,175.32503010669717,125.04035186472798,123.41445025434938,1
123.91393897322263,135.75399388911262,174.6742078034388,181.10622293013344,123.38037768586554,127.95902322979734,1
129.9436003305332,126.97849869228394,172.71128149683693,173.46631871930012,129.80226758998418,130.6650287222721,1
127.27190499205507,128.63383166566766,177.7463590840555,174.43591893500925,124.36933949463466,125.7764666357445,1
127.3752376376709,126.68683441497006,178.14102620553768,171.56598315009137,122.83212322173019,130.76063118279464,1
131.32692047677097,130.6438592293865,172.85929878272987,174.55457832656242,121.16203476699276,124.85359176634452,1
125.15638691200046,128.47326619654544,170.98641593662214,174.28057702306504,124.1520461265217,127.50292597713062,1
128.57760408885395,126.56033022924498,174.1500069243339,174.204702076191,124.12347422707991,130.44832698180403,1
129.0960242218727,130.10002106851542,172.84582002691474,177.70170845940868,123.7180746227194,124.50158123586486,1
132.02350392521126,125.68174200630116,177.1484030675691,176.3327695206201,125.60981589435305,123.76102896028347,1
133.25639072486294,129.25334228548957,170.3393677089108,172.91344889359397,122.93143048537043,123.80898212523556,1
132.65463855657944,127.67077934719663,170.75156181717287,184.6731430242658,120.83144012982352,120.79673120105552,1
130.50951157183772,127.9035458019772,175.2586060940944,177.31177421522787,127.63147975633137,124.17474491732779,1
138.04818521615147,130.57904257121663,177.018588379078,176.16628924675635,127.04596453565591,113.80168324849598,1
133.2470226684676,126.38810336614688,171.56127509497233,179.9760598300428,122.94173950504918,124.11538496428433,1
127.25296653727496,125.33486380315308,173.6895618724011,176.09270890749912,126.62440468980238,125.44985986337987,1
129.89033142845113,128.97599672854042,178.9312087134735,174.88005207691185,127.62927478200515,123.90156815722584,1
129.99234025159123,127.2401547135498,178.64193815597682,172.02598788107224,126.16137094675857,125.94825682122557,1
131.98580010435936,135.86783643673732,178.26889895080868,176.09836629878728,122.2512771295778,127.23801513218834,1
128.0846239490453,126.72089482147602,175.43598777064383,176.70306394251963,121.91988674812471,126.37122331536816,1
132.49882618490642,133.34322382385602,175.78344338979346,173.13229282033683,127.94151039711312,125.6482667892871,1
129.4763993484951,132.34846639393467,175.23895086692923,171.45867506831542,127.1512641733696,125.64104258556125,1
131.675295569485,130.4392654117082,173.12708314267564,172.4220449296246,128.50927089457213,124.45018939459564,1
127.39552698179193,130.3624313686192,173.89024007537884,175.60995160545073,121.4276408099986,123.90965406543802,1
125.36387939636361,132.0007690692078,180.24333021915606,175.65456424531877,130.43579227898454,119.43597361963648,1
137.6026849832875,120.9971515584317,175.19271402079656,172.90608795030258,124.98859844126709,123.49358562245011,1
128.92893882126586,134.43410480816863,179.1488876183051,174.95273816799627,130.83082731688532,127.63292880568147,1
131.99059492191,119.30152257310012,174.6837868667012,174.33964460971953,119.60583559023321,123.15571026814274,1
130.7435250604217,127.32201340275263,172.44554545176123,174.25582766733368,124.69858426734021,128.66831894898797,1
126.68097044297282,129.34231171409283,173.19104658692925,179.95065438833234,125.7970201597017,122.57551979698736,1
128.0409085493967,126.96531844401437,177.27432700391276,177.79764644863897,123.62104699151541,124.16335234121107,1
130.97956793867215,131.24355142258523,173.44682481068878,176.5775951463292,123.898130821673,126.14025256469618,1
132.1967270947323,131.64962865656756,174.55222363320576,179.89850473546394,123.92432170733727,130.3203543495419,1
133.00111819580636,133.09174387769025,173.66367827746225,171.4707564542662,125.90418156777034,127.61331729324272,1
129.41462677390402,126.76667663736691,180.00492869336,178.56833293604518,121.46057864730034,122.39453027505377,1
131.761612892015,130.7311328098941,179.15676594344367,173.1862332524696,122.14423904473678,119.92523782446919,1
128.2440695165853,132.51650238046014,168.3434456783355,177.42375596077952,122.27179743928617,125.84362645763841,1
130.5433326747251,124.95143839391469,175.04651984308757,176.25841495368928,124.93970498416954,122.41812046089862,1
130.74871070209917,137.2867351031873,172.62929480644192,172.68998126757424,122.74328490606649,127.12663530317813,1
132.89798389561273,128.73677415049661,170.54535735732608,174.91604722332215,122.91842788024486,129.04738187419935,1
128.08552656580082,131.50054797921433,178.72570738287754,170.40623774962458,128.69815026727593,129.0611878779699,1
131.22628983575527,136.39446841270507,173.2012349641383,175.26994857134196,128.33547800160474,128.60628592545595,1
132.50692418091015,124.10099336665985,173.2339172800866,176.44106105478426,124.82352978995405,118.32329044998663,1
130.2791429945704,127.57061663427324,172.47458127691635,178.4595283752098,125.077500144334,125.44550524618984,1
129.62733040857094,129.4782300681734,178.0240961712069,173.9673269613024,128.98386012386845,124.11120150901047,1
127.50229892508577,130.16151334727195,171.14636031819194,176.14719343007738,117.09915778581205,131.22091631436086,1
127.38069620235534,132.8852613007629,174.31954617584,176.85507822893857,130.6317775189525,126.27546736192741,1
130.61307016943425,129.92588042390372,172.5758953235304,175.66613593309265,124.9174151495981,128.5952294264377,1
128.41314673683598,129.79869415715953,172.42399795532424,169.346821162353,125.592602219295,128.51522261851304,1
133.46311252681818,128.63640997445617,171.08119599589511,171.5345670386519,125.26934076949078,130.47124313242247,1
129.09237064408458,137.76242646330905,177.06614471492057,172.98149267324305,133.0306603652896,128.93764500861562,1
129.84328195873553,128.74472418328597,174.37794776150076,177.34491276304172,122.54353587002832,124.12986818227883,1
130.40774138341646,124.95561041164179,168.12808192415685,175.29513471631142,122.58053001505027,123.41604190955867,1
134.1825472423975,132.39294185780977,176.76405110156676,173.83952361280976,122.23148319390943,119.98560023746198,1
133.64000142070267,130.0956836146942,171.11618401927376,172.72871998309634,123.23900969889989,127.37159026856098,1
130.60460255928334,127.48377482104657,176.65533001829309,179.37942772565725,121.72917620706696,127.7827037548976,1
124.94105186668637,131.80490172973236,170.54880256115828,179.2305539889844,125.21917380154181,121.36551847941391,1
130.9978584038681,131.95184032725413,172.04196546649672,173.20595652750563,126.68002865500583,126.90849195323207,1
130.41769593052425,131.421233774772,170.33828284429796,178.06393846169448,123.23289189736667,124.18756145273227,1
128.53755703292668,126.8233536272847,176.0655478630068,171.5618479509353,122.56616457807314,123.71318192126078,1
134.13380527065527,130.3991135227814,173.79104430168022,180.26424628362597,127.16679123402595,125.021897919982,1
124.82421275452118,130.41585559637323,173.41713583086604,177.05174720799025,121.37180952530032,126.73486729320105,1
127.3685680870788,133.35394757509948,173.4356150189269,173.36415964289424,123.03343601910625,127.42134527797715,1
125.6233826706587,129.99244720317745,178.82005755033782,174.53924987759046,122.9431967843297,124.99147279336226,1
128.14977485915682,125.66488922091811,172.11647410713573,176.043999331395,129.36723247937837,123.8987825180476,1
126.15576634498144,127.54506950309245,174.95557515156324,172.6398961843128,123.25546540504376,122.19524543190457,1
130.69414817353257,130.28111460058656,179.01498085474137,175.26687923912004,126.71120624731958,124.42084753002652,1
126.61576266148,128.539934533081,176.11938388052374,175.99378872832784,122.10125970645123,131.16513038429636,1
129.13002303848438,134.30397292132778,176.05421415657142,175.0977807795715,126.98413979263998,122.11920342024828,1
125.44213203423415,134.2628544005949,176.27392313071027,171.21640137728514,128.26691237741977,128.0112110319931,1
132.0243990075556,131.24880025845147,182.0089565732193,176.34751713413664,129.083208095495,126.3565279195362,1
128.6998295487538,130.41979193848928,180.00410884742496,176.0823770478403,126.15403577070401,126.0709441782374,1
127.760386786829,128.88500022205747,179.92236067620652,176.85437680592952,131.84763277470773,127.1260781952989,1
132.44249364294785,128.7227311146668,176.22267699370866,170.37465236133113,126.869986089145,121.28997682161071,1
131.96837641682313,135.8752056444182,176.53100376426718,175.10140633539444,129.48943284074682,126.71326937062885,1
131.2426046034119,126.27362194109095,176.97477706279574,172.84944701003343,121.99202086345647,121.08253599554685,1
129.09645639706022,133.5851792331352,177.30430283586094,171.8397363857491,125.12231855264154,126.23735901126,1
133.6512613888927,127.01385616909548,177.20461884112575,172.2221113299864,118.29992848056916,123.03187730850873,1
131.00531944425595,131.16136630005155,175.5425428809131,178.43896468885342,119.4358591477457,127.55618188614052,1
127.75256460969489,131.67333126077423,174.94529839621381,175.37756517358582,124.89447664935622,128.96442462873088,1
125.27496716204116,130.20097406789034,175.54184798225202,178.26945828306827,123.78011818960047,123.52163364611542,1
123.7029141408317,126.17144652454967,172.16538173848224,174.5516278817701,123.7317231501666,124.91009373138056,1
126.73948782050444,130.78618077506133,176.1005113155991,174.1378886161178,127.75195867021542,133.71596006388557,1
136.8826881489466,128.48311021375628,176.9132490740279,176.53180787781153,124.32705642948714,124.00433089283328,1
130.48654936956433,128.44551630895182,174.66877904231094,171.88553451911486,128.26345992291076,123.09816075857267,1
124.46834569071287,132.39961941823856,171.15283580428058,175.64618951155592,122.40427248170114,128.68414288631655,1
126.40175416955672,133.6371280839303,177.05023847576828,177.684852832009,126.48074545897617,125.01123896095999,1
131.79970478828184,130.7851297651084,176.5266867421657,178.1646893860189,122.67246016824843,126.86975700538838,1
132.59930299262368,129.79326853302183,179.84697849452155,177.18927511174215,130.04659914664273,124.8072123802989,1
130.55445466123737,133.15361369231005,176.79702558366364,177.53212244840648,127.0042852735485,125.7615980820683,1
134.08285655002186,133.5378177075679,172.4236631636179,176.3564199863458,120.95017365644402,125.1261512742519,1
135.11012492343337,125.72277169662065,180.98177183255982,180.37237183073975,126.46721267559131,125.27968879335228,1
128.10936493249056,129.009967200695,176.31184197107171,174.79518613303432,119.47619282262882,123.16620128657713,1
127.75173060468167,131.5511329929639,172.63535779009473,177.03775223456392,121.99983100159093,122.3892902552627,1
130.37652980437142,132.2244531412343,175.09963723556024,179.8211677416764,124.14430042409342,120.99607748889089,1
130.8169730052613,136.40490224224158,172.56906072672118,176.75337437926837,127.7183153893976,123.00510422500447,1
127.13685829819363,134.11243321023875,173.3994073467707,174.55234364528062,126.12561165855173,126.15666857569794,1
129.06923513695276,133.8393692258707,177.03916258678828,174.3327219603202,119.08453865865226,124.61625644941353,1
133.77157025880618,128.69477688803016,174.28424720625586,178.24624756690673,126.10955425024653,127.60548858927189,1
132.43986371715067,134.4004837806397,173.24637101870246,176.370283309538,124.87918076096211,130.9706357039638,1
135.14905195080007,130.50929397217072,173.22485461446587,181.96741832284602,128.00188217117272,124.9636888007309,1
120.72925359299582,133.338801718916,172.04115298183842,174.2312442352424,117.88593955842545,123.61278866084788,1
130.82065697860372,133.99036793773635,178.98071948364685,174.3223654938674,125.53178708209636,129.8687169210065,1
122.21716349065245,130.8044769264269,172.55890197022558,176.04074358884745,127.5269171496846,132.63430039452402,1
126.56108737967844,124.47293728110587,169.00659900250534,179.71287250777107,123.11296748849188,124.81854839509089,1
132.4923415785192,129.40466699442982,181.11854500528065,174.799843268802,124.04273646188626,125.6204388268066,1
130.82829530505543,135.35856591889788,176.12732941797495,174.0547010972444,126.2052066986902,121.8442819172822,1
130.73252719518453,130.8080620753942,175.72323350736653,176.85033084855763,126.23417122331168,124.35125017700614,1
131.24499612328992,128.99445953288455,172.71779643888993,174.81010426995815,120.21140689099938,125.05639211103156,1
132.54778126542638,123.88323561842432,172.15517160709095,176.7998627655669,124.04373383561571,128.29015945542713,1
129.00749187023933,129.59207795522573,173.51055098810505,178.3655969331555,127.95092192092739,121.80932570011548,1
128.78577207970412,132.1277077529196,174.00328256847015,171.21083749766228,122.40186384592927,121.4331230551902,1
132.94734345487038,127.98737459537317,179.13774012988517,178.08208862884126,125.37517206090179,134.5220742839939,1
136.2380095683494,133.27775223224816,175.42281626517507,177.09198902237404,122.61214230432438,125.60922062536814,1
129.38531655891947,131.13703297259232,178.6316870357191,173.93347142965334,127.48341532385513,123.73939720619919,1
129.04886111688683,126.44407286209145,178.05304593741585,171.8722060284126,121.0972211863233,126.6793091495467,1
126.9903556493882,134.54626988212763,171.19532493910455,175.17618100418716,120.4717922066014,121.14045284102407,1
132.19100510521378,131.31125839240266,170.18785080586062,168.25521242500108,121.47259461783695,124.39983521348293,1
135.58435019617625,133.4557618380066,172.3875690569013,179.5301557678279,127.22478635089465,122.88352231993478,1
135.79356303590632,131.71642103830746,175.1549436421269,172.01795662582086,124.78709163407677,126.08825787775017,1
125.0642732766182,130.71678097022075,179.36534439047765,172.36040004000193,119.12658875282577,126.76966372323923,1
128.13145706520703,131.8964055434071,176.01608519438784,176.28047131249417,126.65560374575388,127.12121640949343,1
126.38817770390277,134.3338758082555,179.88862812151012,175.33279361219616,126.59522275591576,129.35810380952205,1
130.0821244850582,126.6235392336818,173.0071675973962,177.42256955495498,123.94385340119362,119.31415308414377,1
129.58700037316146,133.57431790602186,172.82537620231244,173.12589218766394,124.2179909614136,121.90109926553008,1
131.23448845415714,133.82794101342498,174.3610528238508,174.48883047180158,129.57963629659784,125.68648325400932,1
121.93809020231132,128.1184597909596,176.90426018666565,177.28641976362064,121.93807523879646,127.14049972610752,1
127.18838427270262,128.7245490683008,174.92227818203312,173.92758217797507,121.92604337204972,124.19267341090023,1
124.18546308742886,126.9458743827117,171.1071774145988,171.42145925162632,123.98109289515638,129.24342928521787,1
127.84663148777241,129.5726081609561,177.55903535765208,175.25989714325968,120.8677047399672,123.35247465384037,1
132.66510413083023,124.64395565984302,171.98724319095834,173.46173818670266,125.89950452394368,130.90879938576347,1
132.3171055442557,133.18935835683277,176.27473523038026,175.3049493946975,126.24655958697775,129.10954820101298,1
129.23256999069767,126.19343589285864,174.1326856822708,176.09573112642076,124.78730709848247,123.52991496531301,1
132.29018569216265,134.12331960561772,173.54319251878766,174.83898262311183,126.7830196325493,129.73794522100775,1
127.99873767209718,132.87051973971867,182.7472514840672,173.88442434620734,123.95839273278818,125.81686807758808,1
134.94444305182353,132.81459748024164,175.39368037123577,172.40331354467426,123.50016231115859,124.16175136819643,1
132.91937115973602,127.76904382298564,174.8382666086359,176.6456358021757,122.10106921509797,124.23751411385794,1
123.35126901907911,129.19671282089442,175.76156214803555,177.25249448562542,127.67775800938536,126.05053763350129,1
125.96353000548318,136.2474416847157,173.6266408681026,178.19618774749955,128.47899766118263,124.51922450600861,1
128.80299162019352,124.40231284267315,173.4205433101587,180.6966639494137,123.70193120282612,125.94448730814698,1
131.85468486962233,131.11751842675434,182.22428379617918,176.78040686639483,130.24188056789055,119.40644891861031,1
128.79994942876002,131.51416006146482,171.63523445862415,176.58407222570438,123.17750743277936,127.69166034901826,1
126.08879931662017,131.5432062090594,174.7679327440476,176.2961299020184,124.10143785450843,126.25553769890959,1
126.94286772180423,132.64048048969428,177.8456076205475,175.35021212252622,126.9983870066628,122.42044176438803,1
134.44867048989724,131.4233322652535,174.28036527265306,180.38197993983886,130.67811454480386,130.34807076558815,1
130.81841497385255,129.00934553767607,172.53396682515134,174.87302262030724,123.74178454493486,121.69810324123088,1
130.59691333797082,135.4195280446001,174.11815317326628,174.15103865605653,123.26804968378494,128.7068468573499,1
129.30018440010477,134.54221576771755,178.79367126103315,176.1748339823415,125.68653338652156,125.4998361880601,1
129.4466057627176,128.1840036571776,174.99954818405163,172.09584847433354,121.70924072330229,128.64942304128542,1
132.71307764933994,133.28082560329602,179.0346719113497,180.51363308421463,131.15937167197688,119.74364010383938,1
130.26963228372261,124.12878057581051,174.84420291797485,177.0564866823169,121.19680896347842,120.44845570392583,1
136.95545376879397,128.85607678713876,175.1221923492251,171.3636518232995,127.58534140587314,129.7721735354513,1
131.11914323919845,136.013370282727,173.295728959678,172.7297804105045,128.16923438111684,125.48309525935802,1
125.50067652803783,133.05556550356658,171.7747025798108,171.63643963417397,120.50361981698259,120.06031573154728,1
127.91419393136857,134.58932143945063,178.1514514580392,173.65296672989584,121.3591201201801,127.23776521071218,1
122.98338569179263,129.91998213001006,176.46476108770366,172.48805585629384,126.41179319045871,122.0082671333191,1
130.3235220269429,128.9393414035919,174.27632253206352,174.81876043837246,129.0503125358459,128.81783117558783,1
131.35378180151545,131.61572286348482,173.21755688713188,180.2190867152484,125.21258698223113,124.51479738355587,1
130.67607208998234,132.70513421356785,171.6557887808986,177.21630077504807,124.91504236199141,126.69403493128318,1
127.60738646263394,129.79485666922128,174.15886739698038,176.8657270309913,124.5485699152068,130.99435485251578,1
125.16164252963134,126.18039959447022,174.24404366194278,168.19456816562706,127.24512849201264,120.51257079455218,1
134.82202609560218,127.43151331261143,174.0435810160439,178.96160446112432,128.203799561306,128.12310351924697,1
133.65856120864495,131.18052048269422,171.4738422200027,169.93131634746447,121.91683212038632,126.29170058122371,1
128.22656674282095,129.3670884396477,172.3972127910055,173.8690661631117,129.56137108148704,123.22965386640251,1
133.23097170631308,124.79594922528939,172.35414381514508,176.25980339208243,118.71599659304266,127.2926249906823,1
129.8146581540944,125.12764399639511,172.83278067570402,169.4222420450206,120.83930764469805,124.12544455384342,1
121.29191779180613,124.61405072260881,169.5375288928569,180.99961378128557,121.65823804586904,132.51514481421194,1
131.5650304768322,127.48947038410836,175.11360851039402,173.19827927246376,125.26145089582933,127.56529022326318,1
125.13169922718686,130.77887788252391,169.84736140846016,173.69854319095617,129.7349188769577,121.650831101411,1
129.539443939687,131.47803205919283,178.99116048568274,173.2606403759735,126.8648464983463,126.69980348665104,1
133.3468543165542,127.77978570441113,175.4613312180134,175.82274559560378,121.73034293642962,122.47067861884807,1
127.39895400559331,129.9352872828012,174.8638900741641,171.6933817894116,123.51552661944827,125.49371094260201,1
130.1051145110427,133.2786844242484,175.45707174659762,177.31584663661198,125.51824275933772,124.82383897114858,1
129.05734918856646,126.7683130793869,176.21582555154768,174.5065392954858,121.7767245169016,125.44337596542344,1
128.11106596019036,132.47800529569028,179.0066639224449,172.84035903903822,119.6873199438767,123.19493974719342,1
126.73139755963328,132.16708551764546,177.67508330903172,182.02018358993334,126.20322080559264,122.1196650540188,1
134.34250863072972,130.84590830359383,178.1212091310538,174.80293091027428,122.20466680406271,121.90980051901973,1
136.3817421747915,136.7153477533394,175.62222587960798,177.44620464436156,121.30067692647802,124.881008664558,1
128.44630738432267,133.8173209556894,171.66273153142572,177.18710703697988,126.6288628901534,126.24002269036728,1
124.59305066119636,132.71301788780008,178.2627866002559,171.43996321737453,128.4611152218809,127.89022467319282,1
128.70636634917375,130.44145120725528,177.88907920175362,174.56279317466647,121.97031505980884,122.1222044194401,1
129.04241407759352,130.9085594054531,172.16433008962136,171.33950569646785,125.79458567906015,127.2386184612708,1
125.90808483222294,131.83791615045985,176.51154575297448,176.24179735191922,118.12726270596433,123.36814356477467,1
127.44547885739719,127.73329976651202,174.2846516333298,177.41679518260563,121.16330235738894,124.4681644285566,1
123.75332423074511,126.19572679206935,182.81637502948982,175.18078004344667,128.84706320513266,128.53587987326287,1
129.09977535291864,131.09737074513566,176.53629956540996,175.05164199332071,127.08564686412596,125.1037666811742,1
123.57947722263579,131.95353035847955,173.73664944070578,173.18410429450566,121.24409536456969,124.25515956329463,1
134.4674279129808,129.87823454700685,177.95120894661514,174.52602010378453,127.09938046055619,123.76924681224772,1
129.1054717470664,124.54729006647662,173.7989762570477,169.76231193258812,126.75298371787578,123.00643705579253,1
127.25844446221984,128.72551707743483,175.5798241230658,176.32265961285876,124.25451374400706,127.17936313691,1
